run,modelname,treatname,angle,spd,from,to,centerfreq,value
20120608081307,nothing,no,0,0,W,W,0.25,1.07807302836e-06
20120608081307,nothing,no,0,0,W,W,0.5,5.93307759405e-07
20120608081307,nothing,no,0,0,W,W,1.0,6.55296187941e-07
20120608081307,nothing,no,0,0,W,W,2.0,1.21764832028e-06
20120608081307,nothing,no,0,0,W,W,4.0,2.83166905443e-06
20120608081307,nothing,no,0,0,W,W,8.0,3.37833431676e-06
20120608081307,nothing,no,0,0,W,W,16.0,4.66771313662e-06
20120608081307,nothing,no,0,0,W,W,32.0,9.33312088921e-07
20120608081307,nothing,no,0,0,W,W,64.0,7.54927328881e-07
20120608081307,nothing,no,0,0,W,W,128.0,4.46169744713e-07
20120608081307,nothing,no,0,120,U,U,0.015625,9.00598376441e-07
20120608081307,nothing,no,0,120,U,U,0.03125,2.58454911036e-06
20120608081307,nothing,no,0,120,U,U,0.0625,7.69725716673e-06
20120608081307,nothing,no,0,120,U,U,0.125,1.4309813408e-05
20120608081307,nothing,no,0,120,U,U,0.25,1.1621486898e-05
20120608081307,nothing,no,0,120,U,U,0.5,1.26021325443e-05
20120608081307,nothing,no,0,120,U,U,1.0,1.85321824298e-05
20120608081307,nothing,no,0,120,U,U,2.0,2.76542916955e-05
20120608081307,nothing,no,0,120,U,U,4.0,4.11531418728e-05
20120608081307,nothing,no,0,120,U,U,8.0,4.96320752758e-05
20120608081307,nothing,no,0,120,U,U,16.0,4.25788756422e-05
20120608081307,nothing,no,0,120,U,U,32.0,1.09898094163e-05
20120608081307,nothing,no,0,120,U,U,64.0,7.03134719425e-06
20120608081307,nothing,no,0,120,U,U,128.0,3.71825347916e-06
20120608081307,nothing,no,0,120,V,V,0.015625,7.31512381852e-05
20120608081307,nothing,no,0,120,V,V,0.03125,0.000189995629693
20120608081307,nothing,no,0,120,V,V,0.0625,0.000545980243687
20120608081307,nothing,no,0,120,V,V,0.125,0.00155559734452
20120608081307,nothing,no,0,120,V,V,0.25,0.0013614225518
20120608081307,nothing,no,0,120,V,V,0.5,0.000332796939008
20120608081307,nothing,no,0,120,V,V,1.0,0.000158910586287
20120608081307,nothing,no,0,120,V,V,2.0,0.000110298527769
20120608081307,nothing,no,0,120,V,V,4.0,7.45339528933e-05
20120608081307,nothing,no,0,120,V,V,8.0,7.32854982344e-05
20120608081307,nothing,no,0,120,V,V,16.0,5.59188743257e-05
20120608081307,nothing,no,0,120,V,V,32.0,1.71691996594e-05
20120608081307,nothing,no,0,120,V,V,64.0,1.33062376929e-05
20120608081307,nothing,no,0,120,V,V,128.0,6.11937266081e-06
20120608081307,nothing,no,0,120,W,W,0.015625,1.17239949074e-06
20120608081307,nothing,no,0,120,W,W,0.03125,3.02860567233e-06
20120608081307,nothing,no,0,120,W,W,0.0625,8.46794102708e-06
20120608081307,nothing,no,0,120,W,W,0.125,2.02668369904e-05
20120608081307,nothing,no,0,120,W,W,0.25,2.77131921193e-05
20120608081307,nothing,no,0,120,W,W,0.5,3.01671802503e-05
20120608081307,nothing,no,0,120,W,W,1.0,3.78694800742e-05
20120608081307,nothing,no,0,120,W,W,2.0,2.99101614732e-05
20120608081307,nothing,no,0,120,W,W,4.0,3.39111571648e-05
20120608081307,nothing,no,0,120,W,W,8.0,4.68824336973e-05
20120608081307,nothing,no,0,120,W,W,16.0,4.54465203347e-05
20120608081307,nothing,no,0,120,W,W,32.0,9.54010879025e-06
20120608081307,nothing,no,0,120,W,W,64.0,8.32154688955e-06
20120608081307,nothing,no,0,120,W,W,128.0,4.15562196338e-06
20120608081307,nothing,no,0,240,U,U,0.015625,3.38176827873e-07
20120608081307,nothing,no,0,240,U,U,0.03125,9.28462635009e-07
20120608081307,nothing,no,0,240,U,U,0.0625,2.65603386181e-06
20120608081307,nothing,no,0,240,U,U,0.125,4.65786546586e-06
20120608081307,nothing,no,0,240,U,U,0.25,7.08130268647e-06
20120608081307,nothing,no,0,240,U,U,0.5,1.52160285768e-05
20120608081307,nothing,no,0,240,U,U,1.0,3.09017830159e-05
20120608081307,nothing,no,0,240,U,U,2.0,4.87306269291e-05
20120608081307,nothing,no,0,240,U,U,4.0,6.12203114948e-05
20120608081307,nothing,no,0,240,U,U,8.0,7.39618462205e-05
20120608081307,nothing,no,0,240,U,U,16.0,7.91766918851e-05
20120608081307,nothing,no,0,240,U,U,32.0,1.849463688e-05
20120608081307,nothing,no,0,240,U,U,64.0,1.41538351575e-05
20120608081307,nothing,no,0,240,U,U,128.0,7.06668763288e-06
20120608081307,nothing,no,0,240,V,V,0.015625,0.000103962796271
20120608081307,nothing,no,0,240,V,V,0.03125,0.000270172614247
20120608081307,nothing,no,0,240,V,V,0.0625,0.000725427602018
20120608081307,nothing,no,0,240,V,V,0.125,0.000950643752824
20120608081307,nothing,no,0,240,V,V,0.25,0.000639141559371
20120608081307,nothing,no,0,240,V,V,0.5,0.000371369370735
20120608081307,nothing,no,0,240,V,V,1.0,0.000243905520973
20120608081307,nothing,no,0,240,V,V,2.0,0.000172281859877
20120608081307,nothing,no,0,240,V,V,4.0,0.000132853837533
20120608081307,nothing,no,0,240,V,V,8.0,0.000134855215703
20120608081307,nothing,no,0,240,V,V,16.0,0.000116516829309
20120608081307,nothing,no,0,240,V,V,32.0,3.29334958538e-05
20120608081307,nothing,no,0,240,V,V,64.0,2.23586665329e-05
20120608081307,nothing,no,0,240,V,V,128.0,1.21538906119e-05
20120608081307,nothing,no,0,240,W,W,0.015625,1.36439750766e-07
20120608081307,nothing,no,0,240,W,W,0.03125,3.4603280901e-07
20120608081307,nothing,no,0,240,W,W,0.0625,9.38137927163e-07
20120608081307,nothing,no,0,240,W,W,0.125,2.05670177289e-06
20120608081307,nothing,no,0,240,W,W,0.25,6.12646250195e-06
20120608081307,nothing,no,0,240,W,W,0.5,1.25310977059e-05
20120608081307,nothing,no,0,240,W,W,1.0,2.32079676036e-05
20120608081307,nothing,no,0,240,W,W,2.0,3.39161555947e-05
20120608081307,nothing,no,0,240,W,W,4.0,3.76304213482e-05
20120608081307,nothing,no,0,240,W,W,8.0,3.63804005733e-05
20120608081307,nothing,no,0,240,W,W,16.0,3.62791475734e-05
20120608081307,nothing,no,0,240,W,W,32.0,1.00576192216e-05
20120608081307,nothing,no,0,240,W,W,64.0,7.03794576727e-06
20120608081307,nothing,no,0,240,W,W,128.0,3.35892545375e-06
20120608081307,nothing,no,0,60,U,U,0.015625,2.4399362868e-07
20120608081307,nothing,no,0,60,U,U,0.03125,6.0732174732e-07
20120608081307,nothing,no,0,60,U,U,0.0625,1.62209043537e-06
20120608081307,nothing,no,0,60,U,U,0.125,3.47557811591e-06
20120608081307,nothing,no,0,60,U,U,0.25,4.63976929049e-06
20120608081307,nothing,no,0,60,U,U,0.5,5.35876670159e-06
20120608081307,nothing,no,0,60,U,U,1.0,6.15491104206e-06
20120608081307,nothing,no,0,60,U,U,2.0,9.24620822086e-06
20120608081307,nothing,no,0,60,U,U,4.0,1.28217139324e-05
20120608081307,nothing,no,0,60,U,U,8.0,1.45175570319e-05
20120608081307,nothing,no,0,60,U,U,16.0,1.300738131e-05
20120608081307,nothing,no,0,60,U,U,32.0,3.47890956716e-06
20120608081307,nothing,no,0,60,U,U,64.0,2.27884715617e-06
20120608081307,nothing,no,0,60,U,U,128.0,1.30587456548e-06
20120608081307,nothing,no,0,60,V,V,0.015625,3.44903465185e-05
20120608081307,nothing,no,0,60,V,V,0.03125,8.78176199331e-05
20120608081307,nothing,no,0,60,V,V,0.0625,0.000238893148744
20120608081307,nothing,no,0,60,V,V,0.125,0.000483401650321
20120608081307,nothing,no,0,60,V,V,0.25,0.000388050066097
20120608081307,nothing,no,0,60,V,V,0.5,0.000128172110462
20120608081307,nothing,no,0,60,V,V,1.0,5.43047483654e-05
20120608081307,nothing,no,0,60,V,V,2.0,4.18932719667e-05
20120608081307,nothing,no,0,60,V,V,4.0,3.03042819654e-05
20120608081307,nothing,no,0,60,V,V,8.0,2.43868801222e-05
20120608081307,nothing,no,0,60,V,V,16.0,2.21848210961e-05
20120608081307,nothing,no,0,60,V,V,32.0,6.29327607477e-06
20120608081307,nothing,no,0,60,V,V,64.0,4.42608699321e-06
20120608081307,nothing,no,0,60,V,V,128.0,2.39555147726e-06
20120608081307,nothing,no,0,60,W,W,0.015625,4.33502575781e-07
20120608081307,nothing,no,0,60,W,W,0.03125,1.19798082927e-06
20120608081307,nothing,no,0,60,W,W,0.0625,3.92885891468e-06
20120608081307,nothing,no,0,60,W,W,0.125,1.77744738115e-05
20120608081307,nothing,no,0,60,W,W,0.25,2.02890708927e-05
20120608081307,nothing,no,0,60,W,W,0.5,1.46090575401e-05
20120608081307,nothing,no,0,60,W,W,1.0,9.91610202267e-06
20120608081307,nothing,no,0,60,W,W,2.0,1.16791225362e-05
20120608081307,nothing,no,0,60,W,W,4.0,1.48764416547e-05
20120608081307,nothing,no,0,60,W,W,8.0,1.9621513273e-05
20120608081307,nothing,no,0,60,W,W,16.0,2.34427777545e-05
20120608081307,nothing,no,0,60,W,W,32.0,5.00603608901e-06
20120608081307,nothing,no,0,60,W,W,64.0,4.03007019795e-06
20120608081307,nothing,no,0,60,W,W,128.0,1.87302369851e-06
20120608081307,nothing,no,0,180,U,U,0.015625,3.88053341053e-07
20120608081307,nothing,no,0,180,U,U,0.03125,9.49234395494e-07
20120608081307,nothing,no,0,180,U,U,0.0625,2.41088530244e-06
20120608081307,nothing,no,0,180,U,U,0.125,3.23664400675e-06
20120608081307,nothing,no,0,180,U,U,0.25,4.23041043554e-06
20120608081307,nothing,no,0,180,U,U,0.5,5.13758687894e-06
20120608081307,nothing,no,0,180,U,U,1.0,1.12275660988e-05
20120608081307,nothing,no,0,180,U,U,2.0,1.36122682146e-05
20120608081307,nothing,no,0,180,U,U,4.0,1.69854621706e-05
20120608081307,nothing,no,0,180,U,U,8.0,2.49922875065e-05
20120608081307,nothing,no,0,180,U,U,16.0,2.08136766705e-05
20120608081307,nothing,no,0,180,U,U,32.0,6.91254466499e-06
20120608081307,nothing,no,0,180,U,U,64.0,4.45374755906e-06
20120608081307,nothing,no,0,180,U,U,128.0,2.41594882789e-06
20120608081307,nothing,no,0,180,V,V,0.015625,0.000103009476089
20120608081307,nothing,no,0,180,V,V,0.03125,0.000266787088907
20120608081307,nothing,no,0,180,V,V,0.0625,0.00071170228232
20120608081307,nothing,no,0,180,V,V,0.125,0.00088019203026
20120608081307,nothing,no,0,180,V,V,0.25,0.000612210156558
20120608081307,nothing,no,0,180,V,V,0.5,0.000371414066146
20120608081307,nothing,no,0,180,V,V,1.0,0.000196391545659
20120608081307,nothing,no,0,180,V,V,2.0,0.000108468059961
20120608081307,nothing,no,0,180,V,V,4.0,7.40147625761e-05
20120608081307,nothing,no,0,180,V,V,8.0,6.46816086559e-05
20120608081307,nothing,no,0,180,V,V,16.0,4.57666334069e-05
20120608081307,nothing,no,0,180,V,V,32.0,1.67154563362e-05
20120608081307,nothing,no,0,180,V,V,64.0,9.86671535908e-06
20120608081307,nothing,no,0,180,V,V,128.0,5.10441267138e-06
20120608081307,nothing,no,0,180,W,W,0.015625,1.70659918056e-07
20120608081307,nothing,no,0,180,W,W,0.03125,4.5733080978e-07
20120608081307,nothing,no,0,180,W,W,0.0625,1.29366451558e-06
20120608081307,nothing,no,0,180,W,W,0.125,2.73411992207e-06
20120608081307,nothing,no,0,180,W,W,0.25,9.12249603942e-06
20120608081307,nothing,no,0,180,W,W,0.5,1.1901244614e-05
20120608081307,nothing,no,0,180,W,W,1.0,1.98756067862e-05
20120608081307,nothing,no,0,180,W,W,2.0,2.53134023849e-05
20120608081307,nothing,no,0,180,W,W,4.0,2.65849298825e-05
20120608081307,nothing,no,0,180,W,W,8.0,3.18403102989e-05
20120608081307,nothing,no,0,180,W,W,16.0,2.88663434789e-05
20120608081307,nothing,no,0,180,W,W,32.0,6.99058666104e-06
20120608081307,nothing,no,0,180,W,W,64.0,5.10185619582e-06
20120608081307,nothing,no,0,180,W,W,128.0,2.50328391368e-06
20120608081307,nothing,no,0,30,U,U,0.015625,1.08495747019e-07
20120608081307,nothing,no,0,30,U,U,0.03125,3.25762974738e-07
20120608081307,nothing,no,0,30,U,U,0.0625,1.10822855271e-06
20120608081307,nothing,no,0,30,U,U,0.125,4.49003845239e-06
20120608081307,nothing,no,0,30,U,U,0.25,5.09792920636e-06
20120608081307,nothing,no,0,30,U,U,0.5,5.82323444216e-06
20120608081307,nothing,no,0,30,U,U,1.0,2.88427022804e-06
20120608081307,nothing,no,0,30,U,U,2.0,2.79331006238e-06
20120608081307,nothing,no,0,30,U,U,4.0,3.5455760485e-06
20120608081307,nothing,no,0,30,U,U,8.0,7.91559436418e-06
20120608081307,nothing,no,0,30,U,U,16.0,8.79746083268e-06
20120608081307,nothing,no,0,30,U,U,32.0,2.0328497403e-06
20120608081307,nothing,no,0,30,U,U,64.0,1.50681594829e-06
20120608081307,nothing,no,0,30,U,U,128.0,8.12044180373e-07
20120608081307,nothing,no,0,30,V,V,0.015625,1.15902928927e-05
20120608081307,nothing,no,0,30,V,V,0.03125,2.77433002996e-05
20120608081307,nothing,no,0,30,V,V,0.0625,7.07631831473e-05
20120608081307,nothing,no,0,30,V,V,0.125,0.000137346012093
20120608081307,nothing,no,0,30,V,V,0.25,0.000131675275701
20120608081307,nothing,no,0,30,V,V,0.5,4.64541199548e-05
20120608081307,nothing,no,0,30,V,V,1.0,1.61856485796e-05
20120608081307,nothing,no,0,30,V,V,2.0,9.87974620801e-06
20120608081307,nothing,no,0,30,V,V,4.0,8.8278277076e-06
20120608081307,nothing,no,0,30,V,V,8.0,1.09398148547e-05
20120608081307,nothing,no,0,30,V,V,16.0,1.24986100804e-05
20120608081307,nothing,no,0,30,V,V,32.0,2.66869415208e-06
20120608081307,nothing,no,0,30,V,V,64.0,2.46817898226e-06
20120608081307,nothing,no,0,30,V,V,128.0,1.21000159615e-06
20120608081307,nothing,no,0,30,W,W,0.015625,9.20458811529e-08
20120608081307,nothing,no,0,30,W,W,0.03125,2.48574734703e-07
20120608081307,nothing,no,0,30,W,W,0.0625,9.4426365711e-07
20120608081307,nothing,no,0,30,W,W,0.125,7.16021550231e-06
20120608081307,nothing,no,0,30,W,W,0.25,8.02683781989e-06
20120608081307,nothing,no,0,30,W,W,0.5,4.53957909782e-06
20120608081307,nothing,no,0,30,W,W,1.0,1.89260301293e-06
20120608081307,nothing,no,0,30,W,W,2.0,1.8317498444e-06
20120608081307,nothing,no,0,30,W,W,4.0,2.51774670833e-06
20120608081307,nothing,no,0,30,W,W,8.0,4.89218791071e-06
20120608081307,nothing,no,0,30,W,W,16.0,5.6936432183e-06
20120608081307,nothing,no,0,30,W,W,32.0,1.14671285256e-06
20120608081307,nothing,no,0,30,W,W,64.0,8.69216006039e-07
20120608081307,nothing,no,0,30,W,W,128.0,4.48704068318e-07
20120608081307,nothing,no,0,100,U,U,0.015625,1.14380395741e-06
20120608081307,nothing,no,0,100,U,U,0.03125,2.94055854695e-06
20120608081307,nothing,no,0,100,U,U,0.0625,7.96364586726e-06
20120608081307,nothing,no,0,100,U,U,0.125,1.36108793046e-05
20120608081307,nothing,no,0,100,U,U,0.25,1.61148757416e-05
20120608081307,nothing,no,0,100,U,U,0.5,1.81882408989e-05
20120608081307,nothing,no,0,100,U,U,1.0,9.80621139269e-06
20120608081307,nothing,no,0,100,U,U,2.0,1.24019952476e-05
20120608081307,nothing,no,0,100,U,U,4.0,1.70145932066e-05
20120608081307,nothing,no,0,100,U,U,8.0,2.81868712696e-05
20120608081307,nothing,no,0,100,U,U,16.0,2.38323643282e-05
20120608081307,nothing,no,0,100,U,U,32.0,6.28358077837e-06
20120608081307,nothing,no,0,100,U,U,64.0,5.13207567754e-06
20120608081307,nothing,no,0,100,U,U,128.0,2.52012425337e-06
20120608081307,nothing,no,0,100,V,V,0.015625,6.65304606839e-05
20120608081307,nothing,no,0,100,V,V,0.03125,0.000171930008167
20120608081307,nothing,no,0,100,V,V,0.0625,0.000475713997866
20120608081307,nothing,no,0,100,V,V,0.125,0.00100536473237
20120608081307,nothing,no,0,100,V,V,0.25,0.000831019851386
20120608081307,nothing,no,0,100,V,V,0.5,0.000260124016321
20120608081307,nothing,no,0,100,V,V,1.0,0.000124257847875
20120608081307,nothing,no,0,100,V,V,2.0,7.95533158829e-05
20120608081307,nothing,no,0,100,V,V,4.0,5.46262250305e-05
20120608081307,nothing,no,0,100,V,V,8.0,5.44210772056e-05
20120608081307,nothing,no,0,100,V,V,16.0,4.96821325063e-05
20120608081307,nothing,no,0,100,V,V,32.0,1.39804099707e-05
20120608081307,nothing,no,0,100,V,V,64.0,8.91373258603e-06
20120608081307,nothing,no,0,100,V,V,128.0,5.08911272655e-06
20120608081307,nothing,no,0,100,W,W,0.015625,7.96727132051e-07
20120608081307,nothing,no,0,100,W,W,0.03125,2.05284498255e-06
20120608081307,nothing,no,0,100,W,W,0.0625,5.64500264682e-06
20120608081307,nothing,no,0,100,W,W,0.125,1.18744840537e-05
20120608081307,nothing,no,0,100,W,W,0.25,3.68124106355e-05
20120608081307,nothing,no,0,100,W,W,0.5,4.86680776348e-05
20120608081307,nothing,no,0,100,W,W,1.0,1.7961513556e-05
20120608081307,nothing,no,0,100,W,W,2.0,1.76822091718e-05
20120608081307,nothing,no,0,100,W,W,4.0,2.29891325372e-05
20120608081307,nothing,no,0,100,W,W,8.0,2.91410224177e-05
20120608081307,nothing,no,0,100,W,W,16.0,3.12608454849e-05
20120608081307,nothing,no,0,100,W,W,32.0,6.854212942e-06
20120608081307,nothing,no,0,100,W,W,64.0,5.72504452795e-06
20120608081307,nothing,no,0,100,W,W,128.0,2.99050280475e-06
20120608081307,nothing,no,0,230,U,U,0.015625,2.62264316399e-07
20120608081307,nothing,no,0,230,U,U,0.03125,7.06535770574e-07
20120608081307,nothing,no,0,230,U,U,0.0625,2.06237850981e-06
20120608081307,nothing,no,0,230,U,U,0.125,5.47243812743e-06
20120608081307,nothing,no,0,230,U,U,0.25,1.62313031919e-05
20120608081307,nothing,no,0,230,U,U,0.5,2.80937810795e-05
20120608081307,nothing,no,0,230,U,U,1.0,4.02065404801e-05
20120608081307,nothing,no,0,230,U,U,2.0,6.94300023745e-05
20120608081307,nothing,no,0,230,U,U,4.0,7.84225739569e-05
20120608081307,nothing,no,0,230,U,U,8.0,9.45703323031e-05
20120608081307,nothing,no,0,230,U,U,16.0,8.24497653413e-05
20120608081307,nothing,no,0,230,U,U,32.0,2.31293208899e-05
20120608081307,nothing,no,0,230,U,U,64.0,1.71696653669e-05
20120608081307,nothing,no,0,230,U,U,128.0,8.31473996831e-06
20120608081307,nothing,no,0,230,V,V,0.015625,8.9724498536e-05
20120608081307,nothing,no,0,230,V,V,0.03125,0.000234476970375
20120608081307,nothing,no,0,230,V,V,0.0625,0.000632575672892
20120608081307,nothing,no,0,230,V,V,0.125,0.000835096317582
20120608081307,nothing,no,0,230,V,V,0.25,0.000657532924873
20120608081307,nothing,no,0,230,V,V,0.5,0.000418936190985
20120608081307,nothing,no,0,230,V,V,1.0,0.000240843624262
20120608081307,nothing,no,0,230,V,V,2.0,0.000156101315978
20120608081307,nothing,no,0,230,V,V,4.0,0.00013708184025
20120608081307,nothing,no,0,230,V,V,8.0,0.000130403192171
20120608081307,nothing,no,0,230,V,V,16.0,0.000113254660926
20120608081307,nothing,no,0,230,V,V,32.0,3.65615172053e-05
20120608081307,nothing,no,0,230,V,V,64.0,3.35667518605e-05
20120608081307,nothing,no,0,230,V,V,128.0,1.16270480825e-05
20120608081307,nothing,no,0,230,W,W,0.015625,3.27973299535e-07
20120608081307,nothing,no,0,230,W,W,0.03125,8.75142814807e-07
20120608081307,nothing,no,0,230,W,W,0.0625,2.49777777068e-06
20120608081307,nothing,no,0,230,W,W,0.125,5.68117174337e-06
