run,modelname,treatname,angle,spd,kfrequency,Pxx
20120622135700,nothing,no,0,100,149.999092976,2.91435712353e-08
20120622135700,nothing,no,0,100,152.38003096,2.18561000066e-08
20120622135700,nothing,no,0,100,154.760968943,2.81350808249e-08
20120622135700,nothing,no,0,100,157.141906927,3.80419409578e-08
20120622135700,nothing,no,0,100,159.522844911,4.1698518922e-08
20120622135700,nothing,no,0,100,161.903782895,5.20021529859e-08
20120622135700,nothing,no,0,100,164.284720878,1.88340532723e-07
20120622135700,nothing,no,0,100,166.665658862,5.09842349661e-07
20120622135700,nothing,no,0,100,169.046596846,4.79728509124e-07
20120622135700,nothing,no,0,100,171.42753483,1.77655620773e-07
20120622135700,nothing,no,0,100,173.808472813,3.6833670269e-07
20120622135700,nothing,no,0,100,176.189410797,4.88268266482e-07
20120622135700,nothing,no,0,100,178.570348781,2.8329580821e-07
20120622135700,nothing,no,0,100,180.951286765,1.49477436671e-07
20120622135700,nothing,no,0,100,183.332224748,1.25931477779e-07
20120622135700,nothing,no,0,100,185.713162732,6.74171606679e-08
20120622135700,nothing,no,0,100,188.094100716,4.76791231779e-08
20120622135700,nothing,no,0,100,190.4750387,2.56320381476e-08
20120622135700,nothing,no,0,100,192.855976683,7.91291132609e-09
20120622135700,nothing,no,0,100,195.236914667,6.64836189672e-09
20120622135700,nothing,no,0,100,197.617852651,6.22421917318e-09
20120622135700,nothing,no,0,100,199.998790635,1.6199397057e-08
20120622135700,nothing,no,0,100,202.379728618,1.74765756389e-08
20120622135700,nothing,no,0,100,204.760666602,1.15234313065e-08
20120622135700,nothing,no,0,100,207.141604586,1.29356662728e-08
20120622135700,nothing,no,0,100,209.52254257,1.71157133237e-08
20120622135700,nothing,no,0,100,211.903480553,1.2931184581e-08
20120622135700,nothing,no,0,100,214.284418537,1.22019519919e-08
20120622135700,nothing,no,0,100,216.665356521,3.58125417528e-08
20120622135700,nothing,no,0,100,219.046294505,2.39136007142e-08
20120622135700,nothing,no,0,100,221.427232488,1.50592380575e-08
20120622135700,nothing,no,0,100,223.808170472,1.19616470345e-08
20120622135700,nothing,no,0,100,226.189108456,9.89362451745e-09
20120622135700,nothing,no,0,100,228.57004644,1.3839566681e-08
20120622135700,nothing,no,0,100,230.950984423,2.24399224883e-08
20120622135700,nothing,no,0,100,233.331922407,2.65008869494e-08
20120622135700,nothing,no,0,100,235.712860391,3.06132684019e-08
20120622135700,nothing,no,0,100,238.093798375,3.71267879047e-08
20120622135700,nothing,no,0,100,240.474736358,2.49778390604e-08
20120622135700,nothing,no,0,100,242.855674342,1.51061192402e-08
20120622135700,nothing,no,0,100,245.236612326,1.25937501529e-08
20120622135700,nothing,no,0,100,247.61755031,7.40254800747e-09
20120622135700,nothing,no,0,100,249.998488293,3.14937562783e-09
20120622135700,nothing,no,0,100,252.379426277,2.96447942565e-09
20120622135700,nothing,no,0,100,254.760364261,3.80025354756e-09
20120622135700,nothing,no,0,100,257.141302245,5.99416530182e-09
20120622135700,nothing,no,0,100,259.522240228,5.56511171571e-09
20120622135700,nothing,no,0,100,261.903178212,4.72501925843e-09
20120622135700,nothing,no,0,100,264.284116196,6.41612344244e-09
20120622135700,nothing,no,0,100,266.66505418,7.19974158368e-09
20120622135700,nothing,no,0,100,269.045992163,8.78184149806e-09
20120622135700,nothing,no,0,100,271.426930147,1.22927745504e-08
20120622135700,nothing,no,0,100,273.807868131,1.57749309439e-08
20120622135700,nothing,no,0,100,276.188806115,1.37935890845e-08
20120622135700,nothing,no,0,100,278.569744098,8.05114049153e-09
20120622135700,nothing,no,0,100,280.950682082,8.58386223067e-09
20120622135700,nothing,no,0,100,283.331620066,6.89162452938e-09
20120622135700,nothing,no,0,100,285.71255805,3.13715998205e-09
20120622135700,nothing,no,0,100,288.093496033,3.63769773676e-09
20120622135700,nothing,no,0,100,290.474434017,4.01808140401e-09
20120622135700,nothing,no,0,100,292.855372001,4.15870050501e-09
20120622135700,nothing,no,0,100,295.236309985,4.5877957334e-09
20120622135700,nothing,no,0,100,297.617247968,7.15866959613e-09
20120622135700,nothing,no,0,100,299.998185952,1.01458566578e-08
20120622135700,nothing,no,0,100,302.379123936,8.6246978177e-09
20120622135700,nothing,no,0,100,304.76006192,6.92813837263e-09
20120622135700,nothing,no,0,100,307.140999903,4.87472987063e-09
20120622135700,nothing,no,0,100,309.521937887,4.55265477229e-09
20120622135700,nothing,no,0,100,311.902875871,9.59408607414e-09
20120622135700,nothing,no,0,100,314.283813854,1.06583489991e-08
20120622135700,nothing,no,0,100,316.664751838,6.8967607276e-09
20120622135700,nothing,no,0,100,319.045689822,4.75552969668e-09
20120622135700,nothing,no,0,100,321.426627806,4.58614202207e-09
20120622135700,nothing,no,0,100,323.807565789,3.99660536104e-09
20120622135700,nothing,no,0,100,326.188503773,3.38977054929e-09
20120622135700,nothing,no,0,100,328.569441757,2.93379871882e-09
20120622135700,nothing,no,0,100,330.950379741,3.97152343211e-09
20120622135700,nothing,no,0,100,333.331317724,8.70763783922e-09
20120622135700,nothing,no,0,100,335.712255708,2.39619994213e-08
20120622135700,nothing,no,0,100,338.093193692,4.8655757119e-08
20120622135700,nothing,no,0,100,340.474131676,5.30214211065e-08
20120622135700,nothing,no,0,100,342.855069659,1.80338785504e-08
20120622135700,nothing,no,0,100,345.236007643,8.50730605467e-09
20120622135700,nothing,no,0,100,347.616945627,9.39751840196e-09
20120622135700,nothing,no,0,100,349.997883611,7.39375239352e-09
20120622135700,nothing,no,0,100,352.378821594,6.36390268419e-09
20120622135700,nothing,no,0,100,354.759759578,6.10503458024e-09
20120622135700,nothing,no,0,100,357.140697562,5.903540419e-09
20120622135700,nothing,no,0,100,359.521635546,7.36321436405e-09
20120622135700,nothing,no,0,100,361.902573529,9.03240571759e-09
20120622135700,nothing,no,0,100,364.283511513,7.18067451158e-09
20120622135700,nothing,no,0,100,366.664449497,4.96281657195e-09
20120622135700,nothing,no,0,100,369.045387481,3.73631409506e-09
20120622135700,nothing,no,0,100,371.426325464,4.22389409789e-09
20120622135700,nothing,no,0,100,373.807263448,4.84513399239e-09
20120622135700,nothing,no,0,100,376.188201432,5.76244125455e-09
20120622135700,nothing,no,0,100,378.569139416,1.08663612793e-08
20120622135700,nothing,no,0,100,380.950077399,1.50621387448e-08
20120622135700,nothing,no,0,100,383.331015383,1.73333213132e-08
20120622135700,nothing,no,0,100,385.711953367,1.22152433713e-08
20120622135700,nothing,no,0,100,388.092891351,6.89052032088e-09
20120622135700,nothing,no,0,100,390.473829334,7.45075151965e-09
20120622135700,nothing,no,0,100,392.854767318,9.3331294159e-09
20120622135700,nothing,no,0,100,395.235705302,8.43638804444e-09
20120622135700,nothing,no,0,100,397.616643286,6.43541325694e-09
20120622135700,nothing,no,0,100,399.997581269,4.86672496141e-09
20120622135700,nothing,no,0,100,402.378519253,4.14252785641e-09
20120622135700,nothing,no,0,100,404.759457237,4.97577898152e-09
20120622135700,nothing,no,0,100,407.140395221,1.02932143217e-08
20120622135700,nothing,no,0,100,409.521333204,4.75917897613e-08
20120622135700,nothing,no,0,100,411.902271188,4.33214120654e-08
20120622135700,nothing,no,0,100,414.283209172,1.75174490188e-08
20120622135700,nothing,no,0,100,416.664147156,7.20325459153e-09
20120622135700,nothing,no,0,100,419.045085139,3.1409785507e-09
20120622135700,nothing,no,0,100,421.426023123,3.46001849117e-09
20120622135700,nothing,no,0,100,423.806961107,4.4977675675e-09
20120622135700,nothing,no,0,100,426.187899091,4.36885504555e-09
20120622135700,nothing,no,0,100,428.568837074,2.44717369015e-09
20120622135700,nothing,no,0,100,430.949775058,2.05889985043e-09
20120622135700,nothing,no,0,100,433.330713042,2.71018285278e-09
20120622135700,nothing,no,0,100,435.711651026,3.14784914209e-09
20120622135700,nothing,no,0,100,438.092589009,4.2157213875e-09
20120622135700,nothing,no,0,100,440.473526993,5.12517336259e-09
20120622135700,nothing,no,0,100,442.854464977,3.55391690102e-09
20120622135700,nothing,no,0,100,445.235402961,5.09068906756e-09
20120622135700,nothing,no,0,100,447.616340944,6.43928829968e-09
20120622135700,nothing,no,0,100,449.997278928,3.84698570144e-09
20120622135700,nothing,no,0,100,452.378216912,3.17666558642e-09
20120622135700,nothing,no,0,100,454.759154896,2.471289632e-09
20120622135700,nothing,no,0,100,457.140092879,2.12212446275e-09
20120622135700,nothing,no,0,100,459.521030863,2.73428789614e-09
20120622135700,nothing,no,0,100,461.901968847,3.07732878071e-09
20120622135700,nothing,no,0,100,464.28290683,3.28019636557e-09
20120622135700,nothing,no,0,100,466.663844814,4.47468476327e-09
20120622135700,nothing,no,0,100,469.044782798,4.95601791816e-09
20120622135700,nothing,no,0,100,471.425720782,3.97704032645e-09
20120622135700,nothing,no,0,100,473.806658765,3.17027753213e-09
20120622135700,nothing,no,0,100,476.187596749,3.21426986253e-09
20120622135700,nothing,no,0,100,478.568534733,3.46880936173e-09
20120622135700,nothing,no,0,100,480.949472717,2.88972263968e-09
20120622135700,nothing,no,0,100,483.3304107,4.2573838901e-09
20120622135700,nothing,no,0,100,485.711348684,1.15876812048e-08
20120622135700,nothing,no,0,100,488.092286668,2.86845429993e-08
20120622135700,nothing,no,0,100,490.473224652,1.83055967524e-08
20120622135700,nothing,no,0,100,492.854162635,1.11848322807e-08
20120622135700,nothing,no,0,100,495.235100619,1.51791200025e-08
20120622135700,nothing,no,0,100,497.616038603,2.07259334589e-08
20120622135700,nothing,no,0,100,499.996976587,3.43671178361e-08
20120622135700,nothing,no,0,100,502.37791457,3.96639162733e-08
20120622135700,nothing,no,0,100,504.758852554,2.72248116046e-08
20120622135700,nothing,no,0,100,507.139790538,1.82634504871e-08
20120622135700,nothing,no,0,100,509.520728522,7.93355739658e-09
20120622135700,nothing,no,0,100,511.901666505,3.06093332738e-09
20120622135700,nothing,no,0,100,514.282604489,3.29390870395e-09
20120622135700,nothing,no,0,100,516.663542473,3.40312559615e-09
20120622135700,nothing,no,0,100,519.044480457,3.83879626093e-09
20120622135700,nothing,no,0,100,521.42541844,3.75350538655e-09
20120622135700,nothing,no,0,100,523.806356424,2.59917773784e-09
20120622135700,nothing,no,0,100,526.187294408,1.81960423851e-09
20120622135700,nothing,no,0,100,528.568232392,1.19183037993e-09
20120622135700,nothing,no,0,100,530.949170375,1.00943572461e-09
20120622135700,nothing,no,0,100,533.330108359,1.54688366438e-09
20120622135700,nothing,no,0,100,535.711046343,2.89391328343e-09
20120622135700,nothing,no,0,100,538.091984327,4.21518276278e-09
20120622135700,nothing,no,0,100,540.47292231,4.00278252562e-09
20120622135700,nothing,no,0,100,542.853860294,2.17373542433e-09
20120622135700,nothing,no,0,100,545.234798278,1.09553643354e-09
20120622135700,nothing,no,0,100,547.615736262,1.2828602346e-09
20120622135700,nothing,no,0,100,549.996674245,2.86741837958e-09
20120622135700,nothing,no,0,100,552.377612229,6.2199694268e-09
20120622135700,nothing,no,0,100,554.758550213,4.39711528412e-09
20120622135700,nothing,no,0,100,557.139488197,1.93695365934e-09
20120622135700,nothing,no,0,100,559.52042618,1.8065762663e-09
20120622135700,nothing,no,0,100,561.901364164,3.96549346913e-09
20120622135700,nothing,no,0,100,564.282302148,5.43252463758e-09
20120622135700,nothing,no,0,100,566.663240132,3.27166199652e-09
20120622135700,nothing,no,0,100,569.044178115,2.62503650135e-09
20120622135700,nothing,no,0,100,571.425116099,2.56916214743e-09
20120622135700,nothing,no,0,100,573.806054083,3.74602625226e-09
20120622135700,nothing,no,0,100,576.186992067,5.89381295369e-09
20120622135700,nothing,no,0,100,578.56793005,6.61061752133e-09
20120622135700,nothing,no,0,100,580.948868034,6.59112473712e-09
20120622135700,nothing,no,0,100,583.329806018,8.72831100387e-09
20120622135700,nothing,no,0,100,585.710744002,9.3744919986e-09
20120622135700,nothing,no,0,100,588.091681985,6.88091772598e-09
20120622135700,nothing,no,0,100,590.472619969,4.23820679891e-09
20120622135700,nothing,no,0,100,592.853557953,3.85131712756e-09
20120622135700,nothing,no,0,100,595.234495937,6.15765411431e-09
20120622135700,nothing,no,0,100,597.61543392,7.26787515101e-09
20120622135700,nothing,no,0,100,599.996371904,6.97121190184e-09
20120622135700,nothing,no,0,100,602.377309888,7.91080100627e-09
20120622135700,nothing,no,0,100,604.758247872,1.10645094337e-08
20120622135700,nothing,no,0,100,607.139185855,5.02646208512e-09
20120622135700,nothing,no,0,100,609.520123839,1.7538310975e-09
20120622135700,nothing,no,0,100,611.901061823,1.41554057769e-09
20120622135700,nothing,no,0,100,614.281999807,2.81575400205e-09
20120622135700,nothing,no,0,100,616.66293779,5.98466120624e-09
20120622135700,nothing,no,0,100,619.043875774,4.12955200162e-09
20120622135700,nothing,no,0,100,621.424813758,2.70036390505e-09
20120622135700,nothing,no,0,100,623.805751741,4.39051237075e-09
20120622135700,nothing,no,0,100,626.186689725,5.93131291743e-09
20120622135700,nothing,no,0,100,628.567627709,6.07369403815e-09
20120622135700,nothing,no,0,100,630.948565693,6.02316139722e-09
20120622135700,nothing,no,0,100,633.329503676,5.37965245881e-09
20120622135700,nothing,no,0,100,635.71044166,5.77699585341e-09
20120622135700,nothing,no,0,100,638.091379644,9.0284654881e-09
20120622135700,nothing,no,0,100,640.472317628,7.66993217754e-09
20120622135700,nothing,no,0,100,642.853255611,3.91178796468e-09
20120622135700,nothing,no,0,100,645.234193595,3.30733153894e-09
20120622135700,nothing,no,0,100,647.615131579,3.98880157181e-09
20120622135700,nothing,no,0,100,649.996069563,4.23897762427e-09
20120622135700,nothing,no,0,100,652.377007546,4.88764702444e-09
20120622135700,nothing,no,0,100,654.75794553,4.2037081211e-09
20120622135700,nothing,no,0,100,657.138883514,2.14465605767e-09
20120622135700,nothing,no,0,100,659.519821498,1.60320324088e-09
20120622135700,nothing,no,0,100,661.900759481,3.76394893886e-09
20120622135700,nothing,no,0,100,664.281697465,3.71642249367e-09
20120622135700,nothing,no,0,100,666.662635449,2.52527924019e-09
20120622135700,nothing,no,0,100,669.043573433,1.94140909516e-09
20120622135700,nothing,no,0,100,671.424511416,1.81217441599e-09
20120622135700,nothing,no,0,100,673.8054494,2.80444228461e-09
20120622135700,nothing,no,0,100,676.186387384,3.48827211869e-09
20120622135700,nothing,no,0,100,678.567325368,3.55152890025e-09
20120622135700,nothing,no,0,100,680.948263351,6.80090308194e-09
20120622135700,nothing,no,0,100,683.329201335,7.98235002935e-09
20120622135700,nothing,no,0,100,685.710139319,4.32434019445e-09
20120622135700,nothing,no,0,100,688.091077303,4.15905958542e-09
20120622135700,nothing,no,0,100,690.472015286,5.47467797978e-09
20120622135700,nothing,no,0,100,692.85295327,4.01823469409e-09
20120622135700,nothing,no,0,100,695.233891254,2.90528964689e-09
20120622135700,nothing,no,0,100,697.614829238,3.09046470233e-09
20120622135700,nothing,no,0,100,699.995767221,3.66350108419e-09
20120622135700,nothing,no,0,100,702.376705205,4.29206187571e-09
20120622135700,nothing,no,0,100,704.757643189,2.82591675299e-09
20120622135700,nothing,no,0,100,707.138581173,2.24985056204e-09
20120622135700,nothing,no,0,100,709.519519156,2.62851083728e-09
20120622135700,nothing,no,0,100,711.90045714,3.49470156115e-09
20120622135700,nothing,no,0,100,714.281395124,3.40240102335e-09
20120622135700,nothing,no,0,100,716.662333108,3.89581960776e-09
20120622135700,nothing,no,0,100,719.043271091,7.75968305374e-09
20120622135700,nothing,no,0,100,721.424209075,9.42075292943e-09
20120622135700,nothing,no,0,100,723.805147059,9.29319041146e-09
20120622135700,nothing,no,0,100,726.186085043,1.37272943507e-08
20120622135700,nothing,no,0,100,728.567023026,1.12153527655e-08
20120622135700,nothing,no,0,100,730.94796101,7.5305247086e-09
20120622135700,nothing,no,0,100,733.328898994,8.08017187485e-09
20120622135700,nothing,no,0,100,735.709836978,5.47006561084e-09
20120622135700,nothing,no,0,100,738.090774961,6.92303853462e-09
20120622135700,nothing,no,0,100,740.471712945,7.07942127929e-09
20120622135700,nothing,no,0,100,742.852650929,5.03264864439e-09
20120622135700,nothing,no,0,100,745.233588913,5.71345980369e-09
20120622135700,nothing,no,0,100,747.614526896,6.60021541021e-09
20120622135700,nothing,no,0,100,749.99546488,5.32157242701e-09
20120622135700,nothing,no,0,100,752.376402864,4.72182170746e-09
20120622135700,nothing,no,0,100,754.757340848,7.43228866967e-09
20120622135700,nothing,no,0,100,757.138278831,1.10256139062e-08
20120622135700,nothing,no,0,100,759.519216815,1.17875829592e-08
20120622135700,nothing,no,0,100,761.900154799,1.32679528145e-08
20120622135700,nothing,no,0,100,764.281092783,1.22419563456e-08
20120622135700,nothing,no,0,100,766.662030766,9.08689237923e-09
20120622135700,nothing,no,0,100,769.04296875,9.39778243848e-09
20120622135700,nothing,no,0,100,771.423906734,7.51560212309e-09
20120622135700,nothing,no,0,100,773.804844717,4.5935035119e-09
20120622135700,nothing,no,0,100,776.185782701,4.23156257647e-09
20120622135700,nothing,no,0,100,778.566720685,5.29258159777e-09
20120622135700,nothing,no,0,100,780.947658669,4.72689226517e-09
20120622135700,nothing,no,0,100,783.328596652,5.54104381717e-09
20120622135700,nothing,no,0,100,785.709534636,6.28904181919e-09
20120622135700,nothing,no,0,100,788.09047262,4.78800287721e-09
20120622135700,nothing,no,0,100,790.471410604,5.05483194513e-09
20120622135700,nothing,no,0,100,792.852348587,7.28232664287e-09
20120622135700,nothing,no,0,100,795.233286571,1.08238033749e-08
20120622135700,nothing,no,0,100,797.614224555,8.92697695459e-09
20120622135700,nothing,no,0,100,799.995162539,8.29025419854e-09
20120622135700,nothing,no,0,100,802.376100522,1.1800780285e-08
20120622135700,nothing,no,0,100,804.757038506,1.53154193277e-08
20120622135700,nothing,no,0,100,807.13797649,1.96178313067e-08
20120622135700,nothing,no,0,100,809.518914474,2.01964016775e-08
20120622135700,nothing,no,0,100,811.899852457,1.15751696022e-08
20120622135700,nothing,no,0,100,814.280790441,5.75314288441e-09
20120622135700,nothing,no,0,100,816.661728425,4.00949845177e-09
20120622135700,nothing,no,0,100,819.042666409,4.00873848293e-09
20120622135700,nothing,no,0,100,821.423604392,5.74491941444e-09
20120622135700,nothing,no,0,100,823.804542376,9.42915446343e-09
20120622135700,nothing,no,0,100,826.18548036,1.176527181e-08
20120622135700,nothing,no,0,100,828.566418344,1.06652273723e-08
20120622135700,nothing,no,0,100,830.947356327,1.02354823397e-08
20120622135700,nothing,no,0,100,833.328294311,1.4126612859e-08
20120622135700,nothing,no,0,100,835.709232295,1.73711816132e-08
20120622135700,nothing,no,0,100,838.090170279,1.80105112652e-08
20120622135700,nothing,no,0,100,840.471108262,1.64538203233e-08
20120622135700,nothing,no,0,100,842.852046246,1.84983571553e-08
20120622135700,nothing,no,0,100,845.23298423,2.66685705088e-08
20120622135700,nothing,no,0,100,847.613922214,2.57034269533e-08
20120622135700,nothing,no,0,100,849.994860197,2.3099747313e-08
20120622135700,nothing,no,0,100,852.375798181,1.57989022314e-08
20120622135700,nothing,no,0,100,854.756736165,1.21248008875e-08
20120622135700,nothing,no,0,100,857.137674149,1.44901633947e-08
20120622135700,nothing,no,0,100,859.518612132,1.97704144766e-08
20120622135700,nothing,no,0,100,861.899550116,2.1499432986e-08
20120622135700,nothing,no,0,100,864.2804881,1.91329559685e-08
20120622135700,nothing,no,0,100,866.661426084,1.84711949083e-08
20120622135700,nothing,no,0,100,869.042364067,2.14784168221e-08
20120622135700,nothing,no,0,100,871.423302051,2.42697569937e-08
20120622135700,nothing,no,0,100,873.804240035,2.18714861175e-08
20120622135700,nothing,no,0,100,876.185178019,1.47532276415e-08
20120622135700,nothing,no,0,100,878.566116002,1.59666746613e-08
20120622135700,nothing,no,0,100,880.947053986,1.99310404699e-08
20120622135700,nothing,no,0,100,883.32799197,1.57342141145e-08
20120622135700,nothing,no,0,100,885.708929954,9.41979106043e-09
20120622135700,nothing,no,0,100,888.089867937,9.81341553356e-09
20120622135700,nothing,no,0,100,890.470805921,1.37419084466e-08
20120622135700,nothing,no,0,100,892.851743905,1.26544641813e-08
20120622135700,nothing,no,0,100,895.232681889,1.30954813303e-08
20120622135700,nothing,no,0,100,897.613619872,2.53619593851e-08
20120622135700,nothing,no,0,100,899.994557856,2.61393399011e-08
20120622135700,nothing,no,0,100,902.37549584,1.46595882976e-08
20120622135700,nothing,no,0,100,904.756433824,9.82577086657e-09
20120622135700,nothing,no,0,100,907.137371807,6.35468578619e-09
20120622135700,nothing,no,0,100,909.518309791,4.58313395236e-09
20120622135700,nothing,no,0,100,911.899247775,5.36642231457e-09
20120622135700,nothing,no,0,100,914.280185759,6.28224251896e-09
20120622135700,nothing,no,0,100,916.661123742,6.1557757117e-09
20120622135700,nothing,no,0,100,919.042061726,8.13828968263e-09
20120622135700,nothing,no,0,100,921.42299971,1.20787686597e-08
20120622135700,nothing,no,0,100,923.803937693,1.47460467456e-08
20120622135700,nothing,no,0,100,926.184875677,1.21631409284e-08
20120622135700,nothing,no,0,100,928.565813661,9.52818876713e-09
20120622135700,nothing,no,0,100,930.946751645,5.47036326043e-09
20120622135700,nothing,no,0,100,933.327689628,6.59400610644e-09
20120622135700,nothing,no,0,100,935.708627612,7.51016274483e-09
20120622135700,nothing,no,0,100,938.089565596,5.55081953258e-09
20120622135700,nothing,no,0,100,940.47050358,5.71342586205e-09
20120622135700,nothing,no,0,100,942.851441563,7.48818208252e-09
20120622135700,nothing,no,0,100,945.232379547,8.7937124686e-09
20120622135700,nothing,no,0,100,947.613317531,6.40352909384e-09
20120622135700,nothing,no,0,100,949.994255515,4.35126487106e-09
20120622135700,nothing,no,0,100,952.375193498,3.25158037185e-09
20120622135700,nothing,no,0,100,954.756131482,2.53961410168e-09
20120622135700,nothing,no,0,100,957.137069466,2.43528320595e-09
20120622135700,nothing,no,0,100,959.51800745,2.89778467296e-09
20120622135700,nothing,no,0,100,961.898945433,3.08201847133e-09
20120622135700,nothing,no,0,100,964.279883417,3.32957796551e-09
20120622135700,nothing,no,0,100,966.660821401,3.9931380923e-09
20120622135700,nothing,no,0,100,969.041759385,3.75393493976e-09
20120622135700,nothing,no,0,100,971.422697368,3.32771377028e-09
20120622135700,nothing,no,0,100,973.803635352,4.11385809792e-09
20120622135700,nothing,no,0,100,976.184573336,4.3945566211e-09
20120622135700,nothing,no,0,100,978.56551132,5.02283339689e-09
20120622135700,nothing,no,0,100,980.946449303,5.31531896897e-09
20120622135700,nothing,no,0,100,983.327387287,4.68849014637e-09
20120622135700,nothing,no,0,100,985.708325271,4.06750283357e-09
20120622135700,nothing,no,0,100,988.089263255,3.7665935621e-09
20120622135700,nothing,no,0,100,990.470201238,3.59264232583e-09
20120622135700,nothing,no,0,100,992.851139222,4.61167021783e-09
20120622135700,nothing,no,0,100,995.232077206,6.14327356947e-09
20120622135700,nothing,no,0,100,997.61301519,5.28294939187e-09
20120622135700,nothing,no,0,100,999.993953173,4.41080133843e-09
20120622135700,nothing,no,0,100,1002.37489116,4.39168731938e-09
20120622135700,nothing,no,0,100,1004.75582914,3.61375903565e-09
20120622135700,nothing,no,0,100,1007.13676712,2.7032950426e-09
20120622135700,nothing,no,0,100,1009.51770511,2.87590549923e-09
20120622135700,nothing,no,0,100,1011.89864309,3.30606130032e-09
20120622135700,nothing,no,0,100,1014.27958108,2.67125442072e-09
20120622135700,nothing,no,0,100,1016.66051906,2.65556990561e-09
20120622135700,nothing,no,0,100,1019.04145704,2.95268681266e-09
20120622135700,nothing,no,0,100,1021.42239503,2.47574886844e-09
20120622135700,nothing,no,0,100,1023.80333301,2.15101348503e-09
20120622135700,nothing,no,0,100,1026.18427099,1.85997245102e-09
20120622135700,nothing,no,0,100,1028.56520898,1.57081953434e-09
20120622135700,nothing,no,0,100,1030.94614696,1.6170289537e-09
